city,country,location,newCity,newCountry,lat,long,tempF,humidity,cloud,windMPH,maxTemp,date
vestmanna,fo,"vestmanna, fo",Vestmanna,FO,62.16,-7.17,41,86,80,12.75,41,2019-03-31
kleck,by,"kleck, by",,,,,,,,,,2019-03-31
brae,gb,"brae, gb",Brae,GB,60.4,-1.35,42.8,75,68,18.34,42.8,2019-03-31
santa cruz,cr,"santa cruz, cr",Santa Cruz,CR,10.26,-85.58,84.2,51,0,6.93,84.2,2019-03-31
lorengau,pg,"lorengau, pg",Lorengau,PG,-2.02,147.27,84.35,94,88,11.56,84.35,2019-03-31
bay roberts,ca,"bay roberts, ca",Bay Roberts,CA,47.58,-53.28,38.3,100,90,13.87,42.01,2019-03-31
jijiga,et,"jijiga, et",Jijiga,ET,9.35,42.8,51.41,64,0,3.4,51.41,2019-03-31
fez,ma,"fez, ma",Fez,MA,34.03,-5.02,52.21,93,40,5.82,53.6,2019-03-31
reconquista,ar,"reconquista, ar",Reconquista,AR,-29.14,-59.64,76.88,83,68,11.9,76.88,2019-03-31
nanortalik,gl,"nanortalik, gl",Nanortalik,GL,60.14,-45.24,26.48,100,12,19.28,26.48,2019-03-31
pimenta bueno,br,"pimenta bueno, br",Pimenta Bueno,BR,-11.68,-61.19,74.45,94,36,2.17,74.45,2019-03-31
bambanglipuro,id,"bambanglipuro, id",Bambanglipuro,ID,-7.95,110.28,83.09,90,56,4.18,83.09,2019-03-31
hobyo,so,"hobyo, so",Hobyo,SO,5.35,48.53,80.03,85,92,9.22,80.03,2019-03-31
le moule,gp,"le moule, gp",Le Moule,GP,16.33,-61.35,75.2,78,20,3.36,75.2,2019-03-31
tutoia,br,"tutoia, br",Tutoia,BR,-2.76,-42.27,77.24,99,88,3.62,77.24,2019-03-31
rungata,ki,"rungata, ki",,,,,,,,,,2019-03-31
teguldet,ru,"teguldet, ru",Teguldet,RU,57.31,88.17,32.96,77,88,11.12,32.96,2019-03-31
polikhnitos,gr,"polikhnitos, gr",,,,,,,,,,2019-03-31
nazas,mx,"nazas, mx",Nazas,MX,25.22,-104.11,59.96,40,0,5.19,59.96,2019-03-31
las palmas,es,"las palmas, es",,,,,,,,,,2019-03-31
oudtshoorn,za,"oudtshoorn, za",Oudtshoorn,ZA,-33.59,22.2,57.2,82,92,13.87,57.2,2019-03-31
kollam,in,"kollam, in",Kollam,IN,8.88,76.6,84.2,79,20,4.7,84.2,2019-03-31
ramasukha,ru,"ramasukha, ru",,,,,,,,,,2019-03-31
gore,et,"gore, et",Gore,ET,8.15,35.53,56.18,79,0,2.17,56.18,2019-03-31
brownwood,us,"brownwood, us",Brownwood,US,31.71,-98.99,46.13,39,1,4.7,48.2,2019-03-31
vallenar,cl,"vallenar, cl",Vallenar,CL,-28.58,-70.76,51.23,87,0,1.61,51.23,2019-03-31
lagoa,pt,"lagoa, pt",Lagoa,PT,37.14,-8.45,56.73,87,20,4.7,59,2019-03-31
sungai siput utara,my,"sungai siput utara, my",,,,,,,,,,2019-03-31
pellerd,hu,"pellerd, hu",Pellerd,HU,46.03,18.15,35.93,85,0,2.28,35.93,2019-03-31
bathsheba,bb,"bathsheba, bb",Bathsheba,BB,13.22,-59.52,78.8,74,20,11.41,78.8,2019-03-31
wellington,au,"wellington, au",Wellington,AU,-32.55,148.95,66.09,48,0,13.87,66.2,2019-03-31
tungor,ru,"tungor, ru",Tungor,RU,53.39,142.95,23.96,95,88,15.48,23.96,2019-03-31
douglas,us,"douglas, us",Douglas,US,31.51,-82.85,55.65,62,90,8.05,57.2,2019-03-31
saurimo,ao,"saurimo, ao",Saurimo,AO,-9.66,20.4,64.64,93,24,2.62,64.64,2019-03-31
utica,us,"utica, us",Utica,US,43.1,-75.23,30.67,70,90,14.99,34,2019-03-31
morros,br,"morros, br",Morros,BR,-2.87,-44.04,75.35,99,80,2.62,75.35,2019-03-31
makakilo city,us,"makakilo city, us",Makakilo City,US,21.35,-158.09,80.38,58,1,11.41,82.4,2019-03-31
kyaikkami,mm,"kyaikkami, mm",Kyaikkami,MM,16.08,97.57,86.15,63,0,2.39,86.15,2019-03-31
jinchengjiang,cn,"jinchengjiang, cn",,,,,,,,,,2019-03-31
sompeta,in,"sompeta, in",Sompeta,IN,18.93,84.6,85.07,58,8,5.75,85.07,2019-03-31
kieta,pg,"kieta, pg",Kieta,PG,-6.22,155.63,81.2,100,56,2.73,81.2,2019-03-31
arman,ru,"arman, ru",Arman,RU,59.7,150.17,28.01,68,36,10.78,28.01,2019-03-31
yerbogachen,ru,"yerbogachen, ru",Yerbogachen,RU,61.28,108.01,33.59,70,48,6.64,33.59,2019-03-31
olafsvik,is,"olafsvik, is",,,,,,,,,,2019-03-31
kuragino,ru,"kuragino, ru",Kuragino,RU,53.89,92.68,44.21,77,56,4.97,44.21,2019-03-31
mpongwe,zm,"mpongwe, zm",Mpongwe,ZM,-13.51,28.16,60.5,67,0,6.2,60.5,2019-03-31
vila,vu,"vila, vu",,,,,,,,,,2019-03-31
batemans bay,au,"batemans bay, au",Batemans Bay,AU,-35.71,150.18,66,54,12,4,66,2019-03-31
half moon bay,us,"half moon bay, us",Half Moon Bay,US,37.46,-122.43,61.95,87,1,16.11,71.01,2019-03-31
roebourne,au,"roebourne, au",Roebourne,AU,-20.77,117.15,98.03,28,0,3.62,98.03,2019-03-31
yongan,cn,"yongan, cn",Yongan,CN,39.7,113.69,48.26,41,12,3.85,48.26,2019-03-31
qasigiannguit,gl,"qasigiannguit, gl",Qasigiannguit,GL,68.82,-51.19,15.8,66,0,18.34,15.8,2019-03-31
svetlogorsk,ru,"svetlogorsk, ru",Svetlogorsk,RU,53.14,59.15,32,91,40,6.71,32,2019-03-31
wakkanai,jp,"wakkanai, jp",Wakkanai,JP,45.41,141.67,33.8,55,20,8.05,33.8,2019-03-31
adrar,dz,"adrar, dz",Adrar,DZ,27.87,-0.29,62.6,51,0,6.93,62.6,2019-03-31
innisfail,au,"innisfail, au",Innisfail,AU,-17.52,146.03,82,70,88,5.99,82,2019-03-31
marystown,ca,"marystown, ca",Marystown,CA,47.17,-55.16,37,100,92,11.79,37,2019-03-31
brainerd,us,"brainerd, us",Brainerd,US,46.36,-94.2,28.81,92,90,3.36,30.99,2019-03-31
xuanhua,cn,"xuanhua, cn",Xuanhua,CN,40.61,115.04,41.96,39,12,2.39,41.96,2019-03-31
mandera,ke,"mandera, ke",Mandera,KE,3.94,41.87,70,22,0,1.01,70,2019-03-31
albacete,es,"albacete, es",Albacete,ES,39,-1.86,45.99,93,75,4.7,48.2,2019-03-31
slave lake,ca,"slave lake, ca",Slave Lake,CA,55.28,-114.77,37.4,69,75,3.36,37.4,2019-03-31
san esteban,hn,"san esteban, hn",San Esteban,HN,15.21,-85.77,65,55,0,2.28,65,2019-03-31
jutai,br,"jutai, br",Jutai,BR,-1.71,-47.89,74.27,99,92,1.72,74.27,2019-03-31
road town,vg,"road town, vg",Road Town,VG,18.42,-64.62,77.45,69,20,5.82,78.8,2019-03-31
nara,ml,"nara, ml",Nara,ML,15.17,-7.29,77.33,46,36,3.74,77.33,2019-03-31
ulladulla,au,"ulladulla, au",Ulladulla,AU,-35.36,150.48,62.6,82,75,10.22,62.6,2019-03-31
fukue,jp,"fukue, jp",Fukue,JP,35.03,136.69,52.38,53,20,13.87,57.99,2019-03-31
santa isabel do rio negro,br,"santa isabel do rio negro, br",Santa Isabel do Rio Negro,BR,-0.41,-65.02,79.76,87,0,4.63,79.76,2019-03-31
bur gabo,so,"bur gabo, so",,,,,,,,,,2019-03-31
nizwa,om,"nizwa, om",Nizwa,OM,22.93,57.53,62.75,40,0,2.06,62.75,2019-03-31
qaqortoq,gl,"qaqortoq, gl",Qaqortoq,GL,60.72,-46.03,14,43,0,9.17,14,2019-03-31
merauke,id,"merauke, id",Merauke,ID,-8.49,140.4,82.1,97,76,8.21,82.1,2019-03-31
saravan,la,"saravan, la",,,,,,,,,,2019-03-31
riyadh,sa,"riyadh, sa",Riyadh,SA,24.63,46.72,71.6,78,0,13.69,71.6,2019-03-31
buenos aires,cr,"buenos aires, cr",Buenos Aires,CR,9.17,-83.33,73.28,100,8,1.16,73.28,2019-03-31
the valley,ai,"the valley, ai",The Valley,AI,18.22,-63.06,78.26,74,20,5.82,78.8,2019-03-31
carutapera,br,"carutapera, br",Carutapera,BR,-1.2,-46.02,77.15,100,92,5.64,77.15,2019-03-31
russell,nz,"russell, nz",Russell,NZ,-35.26,174.12,71.01,95,92,5.99,71.01,2019-03-31
beisfjord,no,"beisfjord, no",Beisfjord,NO,68.38,17.6,29.61,90,88,31.09,33.01,2019-03-31
dwarka,in,"dwarka, in",Dwarka,IN,28.58,77.04,72.41,63,0,4.7,87.01,2019-03-31
dustlik,uz,"dustlik, uz",Dustlik,UZ,40.53,68.03,42.77,98,76,5.08,42.77,2019-03-31
sistranda,no,"sistranda, no",Sistranda,NO,63.73,8.83,34.81,74,20,10.29,37,2019-03-31
kenora,ca,"kenora, ca",Kenora,CA,49.76,-94.48,30.13,74,90,5.82,30.2,2019-03-31
hofn,is,"hofn, is",Hofn,IS,64.25,-15.21,40.16,99,68,16.93,40.16,2019-03-31
kabansk,ru,"kabansk, ru",Kabansk,RU,52.06,106.65,30.2,50,0,4.47,30.2,2019-03-31
buritizeiro,br,"buritizeiro, br",Buritizeiro,BR,-17.37,-44.96,72.65,74,88,2.62,72.65,2019-03-31
beloha,mg,"beloha, mg",Beloha,MG,-25.17,45.06,59.96,82,0,3.06,59.96,2019-03-31
port augusta,au,"port augusta, au",Port Augusta,AU,-32.49,137.76,69.37,56,0,10.29,71.01,2019-03-31
krasnaya gorka,ru,"krasnaya gorka, ru",Krasnaya Gorka,RU,55.19,56.67,35.39,95,92,16.04,35.39,2019-03-31
pengcheng,cn,"pengcheng, cn",Pengcheng,CN,36.43,114.17,56.99,43,0,4.07,56.99,2019-03-31
dauphin,ca,"dauphin, ca",Dauphin,CA,51.15,-100.04,33.8,74,90,3.36,33.8,2019-03-31
bomet,ke,"bomet, ke",Bomet,KE,-0.78,35.34,51.23,95,0,7.43,51.23,2019-03-31
sambava,mg,"sambava, mg",Sambava,MG,-14.27,50.17,80.21,100,44,3.18,80.21,2019-03-31
uruacu,br,"uruacu, br",Uruacu,BR,-14.52,-49.14,74.18,74,20,2.84,74.18,2019-03-31
hammerfest,no,"hammerfest, no",Hammerfest,NO,70.66,23.68,26.6,92,75,41.38,26.6,2019-03-31
shieli,kz,"shieli, kz",Shieli,KZ,44.18,66.74,38.54,99,56,10.33,38.54,2019-03-31
voi,ke,"voi, ke",Voi,KE,-3.4,38.57,70.13,97,88,0.16,70.13,2019-03-31
harper,lr,"harper, lr",Harper,LR,4.38,-7.71,83.99,98,48,5.64,83.99,2019-03-31
nazret,et,"nazret, et",Nazret,ET,8.55,39.27,66.8,48,64,3.74,66.8,2019-03-31
marabba,sd,"marabba, sd",Marabba,SD,12.35,32.18,67.16,30,0,11.34,67.16,2019-03-31
kencong,id,"kencong, id",Kencong,ID,-7.78,112.24,79.22,89,56,4.18,79.22,2019-03-31
basco,ph,"basco, ph",Basco,PH,20.45,121.97,77.51,100,64,24.2,77.51,2019-03-31
bajil,ye,"bajil, ye",Bajil,YE,15.06,43.29,69.59,91,20,3.74,69.59,2019-03-31
metro,id,"metro, id",Metro,ID,-5.11,105.31,85.88,79,12,5.97,85.88,2019-03-31
luan,cn,"luan, cn",,,,,,,,,,2019-03-31
karamea,nz,"karamea, nz",,,,,,,,,,2019-03-31
matara,lk,"matara, lk",Matara,LK,5.95,80.54,83,90,0,5.08,83,2019-03-31
marawi,sd,"marawi, sd",Marawi,SD,18.48,31.82,56.54,42,0,7.99,56.54,2019-03-31
emmett,us,"emmett, us",Emmett,US,43.87,-116.5,57.67,28,1,4.7,62.6,2019-03-31
labuhan,id,"labuhan, id",Labuhan,ID,-2.54,115.51,85.43,73,36,2.73,85.43,2019-03-31
gijon,es,"gijon, es",Gijon,ES,43.54,-5.66,49.64,93,0,5.82,55,2019-03-31
guimar,es,"guimar, es",Guimar,ES,28.3,-16.43,56.91,93,76,13.87,62.6,2019-03-31
nantucket,us,"nantucket, us",Nantucket,US,41.28,-70.1,43.23,81,90,11.41,45,2019-03-31
bodden town,ky,"bodden town, ky",Bodden Town,KY,19.28,-81.25,78.6,88,20,8.05,79,2019-03-31
sangar,ru,"sangar, ru",Sangar,RU,63.92,127.47,25.94,63,12,2.95,25.94,2019-03-31
sehwan,pk,"sehwan, pk",Sehwan,PK,26.43,67.86,68,72,0,2.06,68,2019-03-31
ostersund,se,"ostersund, se",Ostersund,SE,63.18,14.64,26.24,73,56,4.7,26.6,2019-03-31
neustadt,de,"neustadt, de",Neustadt,DE,47.92,8.21,44.42,80,0,5.08,48.99,2019-03-31
champerico,gt,"champerico, gt",Champerico,GT,14.3,-91.92,78.32,85,0,4.74,78.32,2019-03-31
goderich,sl,"goderich, sl",,,,,,,,,,2019-03-31
kamalia,pk,"kamalia, pk",Kamalia,PK,30.73,72.64,76.7,46,0,2.95,76.7,2019-03-31
vuktyl,ru,"vuktyl, ru",Vuktyl,RU,63.86,57.31,27.38,80,88,4.29,27.38,2019-03-31
mansa,zm,"mansa, zm",Mansa,ZM,-11.21,28.88,64.91,87,20,7.2,64.91,2019-03-31
rio grande,br,"rio grande, br",Rio Grande,BR,-32.03,-52.1,69.05,95,12,6.64,69.05,2019-03-31
virginia beach,us,"virginia beach, us",Virginia Beach,US,36.85,-75.98,48.06,87,75,4.29,50,2019-03-31
tahoua,ne,"tahoua, ne",Tahoua,NE,14.89,5.26,75.71,23,24,11.68,75.71,2019-03-31
changli,cn,"changli, cn",Changli,CN,30.54,105.42,57.98,91,92,6.76,57.98,2019-03-31
kostomuksha,ru,"kostomuksha, ru",Kostomuksha,RU,64.59,30.6,22.25,85,0,6.64,22.25,2019-03-31
san jose,gt,"san jose, gt",San Jose,GT,16.98,-89.9,80.21,45,0,8.32,80.21,2019-03-31
hvide sande,dk,"hvide sande, dk",Hvide Sande,DK,56.01,8.13,28.35,86,0,1.12,30.2,2019-03-31
finschhafen,pg,"finschhafen, pg",Finschhafen,PG,-6.6,147.85,79.49,87,76,2.73,79.49,2019-03-31
zlocieniec,pl,"zlocieniec, pl",Zlocieniec,PL,53.53,16.01,27.54,84,0,2.95,28,2019-03-31
pinawa,ca,"pinawa, ca",Pinawa,CA,50.15,-95.88,27.65,84,88,9.1,27.65,2019-03-31
socorro,br,"socorro, br",Socorro,BR,-22.59,-46.53,67.88,72,8,9.66,67.88,2019-03-31
umba,ru,"umba, ru",Umba,RU,66.69,34.34,22.25,79,8,11.56,22.25,2019-03-31
muzquiz,mx,"muzquiz, mx",,,,,,,,,,2019-03-31
karauzyak,uz,"karauzyak, uz",,,,,,,,,,2019-03-31
poum,nc,"poum, nc",Poum,NC,-20.23,164.02,79.49,100,100,2.51,79.49,2019-03-31
soe,id,"soe, id",Soe,ID,-9.86,124.28,82.37,63,0,1.39,82.37,2019-03-31
longyan,cn,"longyan, cn",Longyan,CN,25.1,117.03,57.53,95,88,2.17,57.53,2019-03-31
mbarara,ug,"mbarara, ug",Mbarara,UG,-0.61,30.65,57.08,96,8,2.73,57.08,2019-03-31
swellendam,za,"swellendam, za",Swellendam,ZA,-34.02,20.44,55.4,82,8,9.17,55.4,2019-03-31
wanning,cn,"wanning, cn",Wanning,CN,18.8,110.4,75.8,100,80,7.2,75.8,2019-03-31
tongzi,cn,"tongzi, cn",Tongzi,CN,28.78,105.09,62.12,77,88,4.18,62.12,2019-03-31
kiama,au,"kiama, au",Kiama,AU,-34.67,150.86,66.15,82,75,5.97,69.01,2019-03-31
ondorhaan,mn,"ondorhaan, mn",,,,,,,,,,2019-03-31
gotsu,jp,"gotsu, jp",Gotsu,JP,35.01,132.22,48.2,49,75,18.34,48.2,2019-03-31
tagusao,ph,"tagusao, ph",Tagusao,PH,9.19,117.81,86.51,69,0,5.75,86.51,2019-03-31
hami,cn,"hami, cn",Hami,CN,42.84,93.51,55.55,47,88,6.2,55.55,2019-03-31
banda aceh,id,"banda aceh, id",Banda Aceh,ID,5.56,95.32,83.18,86,8,1.72,83.18,2019-03-31
oksfjord,no,"oksfjord, no",Oksfjord,NO,70.24,22.35,26.42,92,75,41.38,26.6,2019-03-31
lufilufi,ws,"lufilufi, ws",Lufilufi,WS,-13.87,-171.6,82,74,0,10,82,2019-03-31
berlevag,no,"berlevag, no",Berlevag,NO,70.86,29.09,29,100,48,19.28,29,2019-03-31
mwinilunga,zm,"mwinilunga, zm",Mwinilunga,ZM,-11.73,24.43,60.32,82,0,2.84,60.32,2019-03-31
cidreira,br,"cidreira, br",Cidreira,BR,-30.17,-50.22,66.17,95,0,2.62,66.17,2019-03-31
scarborough,tt,"scarborough, tt",Scarborough,TT,11.18,-60.73,80.6,74,20,8.05,80.6,2019-03-31
mandalgovi,mn,"mandalgovi, mn",Mandalgovi,MN,45.76,106.27,35.39,63,92,9.78,35.39,2019-03-31
uruguaiana,br,"uruguaiana, br",Uruguaiana,BR,-29.77,-57.08,74.32,88,20,5.82,75.2,2019-03-31
kamenskoye,ru,"kamenskoye, ru",,,,,,,,,,2019-03-31
omsukchan,ru,"omsukchan, ru",Omsukchan,RU,62.53,155.8,18.74,84,88,7.76,18.74,2019-03-31
sobolevo,ru,"sobolevo, ru",Sobolevo,RU,54.43,31.9,33.59,73,24,15.48,33.59,2019-03-31
roald,no,"roald, no",Roald,NO,62.58,6.12,35.02,69,48,20.8,39.99,2019-03-31
safaga,eg,"safaga, eg",,,,,,,,,,2019-03-31
teseney,er,"teseney, er",Teseney,ER,15.11,36.66,60.68,38,0,5.97,60.68,2019-03-31
sinnamary,gf,"sinnamary, gf",Sinnamary,GF,5.38,-52.96,79.58,96,56,8.66,79.58,2019-03-31
alihe,cn,"alihe, cn",Alihe,CN,50.57,123.73,31.88,40,56,6.76,31.88,2019-03-31
jiuquan,cn,"jiuquan, cn",Jiuquan,CN,39.73,98.49,43.85,69,44,2.62,43.85,2019-03-31
teterow,de,"teterow, de",Teterow,DE,53.77,12.58,28.83,92,0,1.12,30,2019-03-31
vanimo,pg,"vanimo, pg",Vanimo,PG,-2.67,141.3,82.1,100,32,13.24,82.1,2019-03-31
madera,mx,"madera, mx",Madera,MX,29.2,-108.14,51.41,60,0,6.76,51.41,2019-03-31
gornopravdinsk,ru,"gornopravdinsk, ru",Gornopravdinsk,RU,60.06,69.92,30.08,74,0,9.22,30.08,2019-03-31
brownsville,us,"brownsville, us",Brownsville,US,25.91,-97.49,48.31,81,90,13.87,48.99,2019-03-31
atbasar,kz,"atbasar, kz",Atbasar,KZ,51.81,68.36,29.81,82,0,3.18,29.81,2019-03-31
sao miguel do araguaia,br,"sao miguel do araguaia, br",Sao Miguel do Araguaia,BR,-13.28,-50.16,73.91,92,0,2.73,73.91,2019-03-31
mao,td,"mao, td",Mao,TD,14.12,15.31,68.51,22,0,11.68,68.51,2019-03-31
teluk nibung,id,"teluk nibung, id",,,,,,,,,,2019-03-31
ewa beach,us,"ewa beach, us",Ewa Beach,US,21.32,-158.01,80.38,58,1,11.41,82.4,2019-03-31
butzow,de,"butzow, de",Butzow,DE,52.49,12.6,31.14,68,0,1.12,37,2019-03-31
